Mod Name,Project ID,File ID,Version,Author(s),Summary,File Size (Bytes),Game Versions
Sinytra Connector,890127,5761411,Connector 1.0.0-beta.46+1.20.1,Su5eD,A compatibility layer that allows running Fabric mods on NeoForge,5043384,"1.20.1, Forge"
Create: Crushing,1109731,6187891,createcrushingresource-1.0.6.1-1.20.1,Project_Count,"Expanding the craft to crushing. Basalt, moss, deepslate, and more",12024,"Client, 1.20.1, Forge, Server"
Corail Woodcutter,331983,5749500,Corail Woodcutter 3.0.6 for 1.20.1 [Forge],Corail_31,"A sawmill for wooden recipes similar to the StoneCutter, with default support for Biomes O' Plenty, Twilight Forest, Quark & The Midnight and a command to generate datapack",327158,"1.20.1, Forge, 1.20"
Just Another Rotten Flesh to Leather Mod,247136,4594475,JRFTL-1.20.1-1.6.0.jar,alexdaum1,Lets you smelt Rotten Fleh to Leather.,14541,"1.20.1, Forge, 1.20"
Blue Skies,312918,5010316,Blue Skies: Population 1.20.1-v1.3.31,"ModdingLegacy, KingPhygieBoo, Lachney, silver_david","Blue Skies is survival mod that adds aspects like dimensions, dungeons and more in a light and dark scenario.",83564111,"Client, NeoForge, 1.20.1, Forge, Server"
Sit,278717,5378497,sit-1.20.1-1.3.5.jar,bl4ckscor3,Allows you to sit on slabs and stairs.,14510,"Client, NeoForge, 1.20.1, Forge, Server"
Dynamic Asset Generator,577096,5008421,Dynamic Asset Generator [Forge] v4.2.2,lukebemish,Library mod for dynamically generating assets at runtime.,313732,"1.20.1, Forge"
Wooled Boots,541049,4781498,[Forge 1.20/1.20.1/1.20.2/1.20.3/1.20.4] Wooled Boots v1.7.1,Jackbusters,Padded Boots which silence certain vibrations to prevent Sculk and Warden Detection.,63627,"1.20.2, Client, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4, Server"
TIS Advanced,833240,5659186,tisadvanced-1.20.1-0.3.1.jar,PwnagePineapple,Advanced calculation for TIS-3D,244231,"Client, NeoForge, 1.20.1, Forge, Server"
BetterEnd,413596,4971487,betterend-4.0.11 [1.20.1],Quiqueck,"This mod adds content to the End (biomes, mobs, blocks, etc.)",92544800,"Fabric, 1.20.1, 1.20"
Ars Nouveau - Extended Glyphs,936742,5529443,ars_extended_glyphs-1.20.1-1.9.jar,teayettle,A quaint mod that adds a handful of glyphs and other things!,158311,"Client, 1.20.1, Forge, Server"
Bee Fix,547989,4618962,BeeFix-1.20-1.0.7.jar,"MacTso, lupicus",Fixes Bee Related Bugs,29389,"1.20.2, 1.20.1, Forge, 1.20, 1.20.4"
Serene Seasons Extended,1144487,5927708,SereneSeasonsExtended-1.20.1-1.0.1.jar,Elux414,"An add-on for Serene Seasons that includes a change in the length of day and night depending on the current subseason. Additionally, there is a mechanic that allows snow blocks to melt depending on the biome temperature.",11396,"Client, 1.20.1, Forge, Server"
Modern Startup QOL,865091,4581271,Modern Startup QOL 1.1 - 1.20.X,Mja00,Adds startup timings to your main menu.,13469,"Client, 1.20.1, Forge, 1.20"
Wood Enjoyer,944368,4968960,[1.20 Forge] 1.1.2,poscard,More to do with wood,833823,"1.20.1, Forge, 1.20"
Forgified Fabric API,889079,6169304,[1.20.1] Forgified Fabric API 0.92.2+1.11.11+1.20.1,Su5eD,Fabric API implemented on top of NeoForge,3041233,"1.20.1, Forge"
Carry On,274259,4882500,carryon-forge-1.20.1-2.1.2.7,"Tschipp, Purplicious_Cow_",Carry On allows you to pick up Tile Entities and Mobs and carry them around!,439457,"NeoForge, 1.20.1, Forge, 1.20"
Trials Chambers [1.20.1 Backport],1012027,6008720,Trials Chambers [Backport] V2.3.3,Jusey1z,Blocks & Items backported from the Tricky Trials update for 1.20.1 where Trials Chambers are reimagined by me.,8337747,"1.20.1, Forge"
Many Bricks,1131432,5860923,many_bricks-1.0.0-forge-1.20.1.jar,Maceface823m,Adds many more brick variants.,74502,"Client, 1.20.1, Forge, Server"
Camps. Castles. Carriages.,938667,5364335,hero-proof-5.1.2.jar,Eugene2000,Add more medieval-fairy-tale style structures to your vanilla world!,26442,"1.16-Snapshot, 1.17.1, 1.16.3, 1.19.3, 1.20.2, 1.15-Snapshot, 1.16.1, 1.18.1, 1.19.4-Snapshot, 1.20.5, 1.17, 1.20.2-Snapshot, 1.20.5-Snapshot, 1.15, 1.16, 1.19.4, Fabric, 1.19-Snapshot, 1.16.5, 1.18.2, 1.19.2, 1.20.3-Snapshot, 1.20.3, 1.15.2, 1.20.1, Forge, 1.20, 1.20.6, 1.19.1, 1.20.4, 1.20-Snapshot, 1.17-Snapshot, 1.18, 1.16.4, Server, 1.18-Snapshot, 1.16.2, Quilt, 1.19, 1.15.1, 1.19.3-Snapshot"
Embeddium,908741,5681725,[1.20.1] Embeddium 0.3.31,FiniteReality,"A powerful, mod-friendly, FOSS client performance mod for NeoForge",1320675,"NeoForge, 1.20.1, Forge"
Harvest with ease,602171,5968744,[Forge - 1.20.1] Harvest with ease v9.4.0,"CrystalSpider, sZeta99, MoonstoneWebber","Don't break crops, right click them!",483484,"1.20.1, Forge, Server"
Medival Tavern,1129596,5852230,medival_tavern-1.0.0-forge-1.20.1.jar,K3lpyG,Adds a Medival Style Tavern With an Barkeeper,56843,"Client, 1.20.1, Forge, Server"
Blasting Base/Modded Metal Blocks,943604,4943680,Proportional - Forge/NeoForge - 1.0.3,OdysseyLotus,Allows you to smelt ore blocks into metal blocks using either a furnace or a blast furnace and is compatible with other mods that add ores.,166571,"1.19.3, 1.18.1, 1.19.4, 1.18.2, 1.19.2, NeoForge, 1.20.1, Forge, 1.20, 1.19.1, 1.18, 1.19"
Create: Liquid Fuel,840734,5217310,1.20.1 v2.1.1,Forsteri123,Pump in liquid fuel to blaze burners,20245,"Client, NeoForge, 1.20.1, Forge, Server"
Pam's HarvestCraft 2 - Crops,361385,4687624,pamhc2crops-1.20-1.0.3.jar,pamharvestcraft,"Adds 96 new crops, planted from their food items that drop from garden bushes which spawn across the world in various biomes",1050402,"1.20.1, Forge, 1.20"
Luggage,594709,4590608,Luggage 1.6.1 - Forge 1.20,"GizmoTheMoonPig, thatguynamedalpha",Recreation of OpenBlocks Luggage for modern versions,176439,"Client, 1.20.1, Forge, 1.20, Server"
Prism [Neo/Forge],638111,4650325,Prism-1.20.1-forge-1.0.5.jar,Grend_G,A library all about color! Provides lots of color-related functionality for dependent mods.,52205,"1.20.2, Client, 1.20.1, Forge, 1.20"
Swamp Boat,1133761,5911775,swampboat-1.0.1 forge 1.20.1.jar,SuperWarioModTeam,Adds a swamp boat to mangrove swamps,25514,"1.20.1, Forge"
Bale of Sugar Cane,640275,4853823,Bale of Sugar Cane - [v1.1.0] [Forge] [1.20.1],exlinegames,This mod adds a Sugar Cane Bale to store Sugar Cane easier!,21545,"Client, 1.20.1, Forge, Server"
Tuff Ores,681481,5832322,tuffores-1.20.1-1.0.5.jar,Riewest,Tuff Ore variants of Vanilla Ores,42807,"1.20.1, Forge"
Stoneworks [Forge & Fabric],852663,4611947,[FORGE] [1.20.1] Stoneworks-v8.0.0,Fuzs,Vanilla stone types in plenty of variations for all your building needs.,2809567,"1.20.1, Forge"
Chef's Delight [Forge],832983,4751395,Chef's Delight v1.0.3-mc1.20.1,redstone3game,Add-on for the Farmer's Delight mod. Adds 2 new professions to villagers.,84059,"Client, 1.20.1, Forge, Server"
Wither Spawn Animation,1084564,6153475,Wither Spawn Animation 1.4.1,bo_bo0,An animation that plays when a Wither is spawning,1285361,"1.20.1, Forge, Server"
Structure Gel API,378802,5278429,Structure Gel 1.20.1-v2.16.2,"ModdingLegacy, silver_david",An API for simplifying the developer end of creating generated structures.,966028,"Client, NeoForge, 1.20.1, Forge, Server"
Farmer's Cutting: BetterNether,1114065,5928486,FC: BN 1.20.1-1.0,Joshcraft2002,Adds Farmer's Delight (Refabricated) cutting recipes for BetterNether,35487,"Fabric, 1.20.1, 1.20, Server"
Create Decoration Casing,782293,4776904, Create Deco Casing 3.1.0 1.20.1 for Create 0.5.1 Forge,TheLynkYT,Add more decoration block for Minacraft and Create Mod,1030577,"Client, NeoForge, 1.20.1, Forge, Server"
Yung Structures Addon for Loot Integrations,1012211,6176558,lootintegrations_yungs-1.3.jar,someaddon,"Adds better loot to yung mods structures, an addon to the lootintegrations mod",5942,"1.21, Fabric, 1.18.2, 1.19.2, NeoForge, 1.20.1, Forge, 1.21.1, Server"
Create Contraption Terminals,1059879,6093711,[Forge] Create Contraption Terminals 1.20-1.1.0,tom54541,Allows Tom's Simple Storage Terminals to work on Create contraptions.,88503,"1.20.1, Forge"
Fast Paintings,883287,5324825,fastpaintings-1.20-1.2.7.jar,MehVahdJukaar,Fixes and optimizes painting performance by making them blocks. Also allows customizing their model,309400,"1.20.1, Forge"
Magic Origins,849514,4888340,"Magic Origins (Fabric 1.20+, Forge1.20-1.20.1) ",the_blue_shark,An Origins mod addon.,158994,"1.20.2, Fabric, Client, 1.20.1, Forge, 1.20, Server"
Applied Energistics 2 Wireless Terminals,459929,5217955,ae2wtlib-15.2.3-forge.jar,Mari_023,An addon for Applied Energistics 2 that adds wireless versions of several Terminals,213482,"NeoForge, 1.20.1, Forge"
Croptopia and Create,1119798,6091637,croptopia_and_create-1.0.7-1.20.1.jar,Ducker,"Adds recipes for the ""Croptopia"" mod in Create!",476270,"Client, 1.20.1, Forge, Server"
Pam's HarvestCraft 2 - Food Extended,402231,5147171,pamhc2foodextended-1.20.4-1.0.1.jar,pamharvestcraft,This mod adds over 400+ new foods to Minecraft (REQUIRES PHC2 - CROPS and TREES mods),2062882,"1.20.2, Client, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4, Server"
CreativeCore,257814,6109933,CreativeCore_FORGE_v2.12.31_mc1.20.1.jar,CreativeMD,a core mod,1158550,"NeoForge, 1.20.1, Forge"
Titanium,287342,5468426,titanium-1.20.1-3.8.32.jar,Buuz135,Library for Horizon Studio,622068,"1.20.1, Forge"
Underground Bunkers,961418,5727027,[FORGE] UndergroundBunkers-1.0.5-1.20.x-forge.jar,"Aureljz, Zephyrusjz",Randomly generated bunkers hidden within your worlds,642308,"1.20.2, 1.20.3, 1.20.1, Forge, 1.20, 1.20.4"
Blasting Netherrack into Nether Bricks [Fabric/Forge/NeoForge],959229,5014220,netherrackblasting-1.20.1-0-forge.jar,Mars,Smelt Netherrack into Nether Bricks in the Blast Furnace,151457,"Client, 1.20.1, Forge, Server"
Shulker Box Tooltip [Fabric/Forge/NeoForge],315811,4611155,[Forge 1.20.1] v4.0.4+1.20.1,MisterPeModder,What's in my shulker box?,221124,"1.20.1, Forge"
The Endergetic Expansion,291509,6157658,Endergetic 1.20.1 - 5.0.1,"TeamAbnormals, Lachney, Endergized, SmellyModder",Overhauls the End's visuals with themed and wildly diverse biomes!,15611923,"NeoForge, 1.20.1, Forge"
TNT Breaks Bedrock,344219,6184967,[Fabric/Forge/Neo] 1.20.1-3.5 | TNT Breaks Bedrock,Serilum,"?? Allows TNT to break bedrock, easy access to the nether roof!",26639,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Tardis Refined: ExtraShells,937305,6110849,[Forge] - ExtraShells - 1.20.1 - v1.1.0,"Jeryn, teacup",Adds more Shells to the mod Tardis Refined!,776932,"1.20.1, Forge"
Falling Leaves (NeoForge/Forge),463155,4695661,FallingLeaves(Forge)-1.20.1-2.1.0,Cheaterpaul,Falling Leaves from trees,130363,1.20.1
FramedBlocks,441647,5629578,FramedBlocks-9.3.1.jar,XFactHD,Fancy building blocks,4190330,"NeoForge, 1.20.1, Forge"
Allthemodium,364466,6169326,allthemodium-1.20.1-47.1.25-2.5.5.jar,"ATMTeam, thevortexFoxTopia",Custom new ore plus fun new items.,1813809,"1.20.1, Forge"
Better Archeology,835687,5693368,Better Archeology 1.2.1 for 1.20.1 [FORGE],"Pandarix, Dunkellicht",Discover artifacts & fossils by encountering new structures that'll enhance your adventure and exploration!,982838,"Client, NeoForge, 1.20.1, Forge, 1.20, Server"
Ping Me!,1123287,5830889,ping-1.0.0.jar,WereF0X,Adds Discord-like notifications to the game.,20094,"1.20.2, 1.20.5, Client, 1.20.3, 1.20.1, Forge, 1.20.6, 1.20.4, Server"
Horizontal Glass Panes,227706,5340249,1.20.1-forge-2.0.0,witchica,Horizontal Panes for Forge and Fabric,42896,"NeoForge, 1.20.1, Forge"
Rechiseled,558998,5286306,Rechiseled 1.1.6 for Forge 1.20,SuperMartijn642,Rechiseled allows you to chisel blocks into various decorative blocks with connected textures!,3600460,"NeoForge, 1.20.1, Forge, 1.20"
Recipes Library,398351,4628674,Recipes Library 1.20.1-2.0.1,GeheimagentNr1,A library adding implementations for recipes.,100251,"Client, 1.20.1, Forge, Server"
Chipped Express,938916,5528635,1.2.1,DevDyna,Mod addon for Chipped to allow to craft ANY recipe with stonecutter,2636709,"1.17.1, 1.16.3, 1.18.1, Fabric, 1.16.5, 1.18.2, 1.19.2, NeoForge, 1.20.1, Forge, 1.20, 1.20.4, 1.16.4, Server, 1.16.2"
Mindful Darkness [Forge & Fabric],852669,5081354,[FORGE] [1.20.1] MindfulDarkness-v8.0.3,Fuzs,Turning all the lights off! Automatic dark mode for guis; as configurable as possible.,101975,"1.20.1, Forge"
Durt's Nether Dungeons,815130,5446468,Nether Dungeons 1.1.0-snapshot4,"ListerrK, Eltarchik",Expands the Nether dimension.,3768497,"1.20.1, Forge"
Tinkers' Katanas,884944,6141315,TinkersKatanas-1.20.1-1.3.1,Xenon372,A thingpack for Tinkers' Construct that adds katanas,702052,"NeoForge, 1.20.1, Forge"
Snow! Real Magic! ? (Neo/Forge),308663,6167249,[Forge 1.20.1] 10.6.0,Snownee,Not a magic mod. | Snow Gravity & Accumulation | Snow-covered blocks | Tweak snow behaviors,343961,"NeoForge, 1.20.1, Forge, 1.20"
Respawning Structures[Forge/Fabric],969937,6164183,respawningstructures-1.20.1-3.6.jar,someaddon,Enables structures to respawn automatically after some time,66366,"NeoForge, 1.20.1, Forge, Server"
YUNG's Extras (Forge),480006,4769514,[1.20] YUNG's Extras v4.0.3 (Forge),"YUNGNICKYOUNG, EveCommander","Extra structures, features, and vanilla+ content suitable for any modpack",200341,"1.20.1, Forge, 1.20"
Create Ore Excavation,649832,5848320,[Forge] Create Ore Excavation 1.20-1.5.3,tom54541,Extract resources using machines powered by Rotational Force,424453,"1.20.1, Forge"
Deeper and Darker Delight,1077628,6157157,deeperdarkerdelight-1.1.2.3-1.20.1,Project_Count,Adds compatibility between Deeper and Darker and Farmer's Delight. Vanilla style.,76577,"Client, 1.20.1, Forge, Server"
"Loot Integrations: Hopo Better Mineshaft, Ruins & Portals",1149268,6170577,lootintegrations_hopo-1.3.jar,someaddon,"Adds better loot to Hopo's Better Mineshaft, Ruins & Portals chests, including modded loot",5860,"1.21, Fabric, 1.18.2, 1.19.2, NeoForge, 1.20.1, Forge, 1.21.1, Server"
Mystical Expansion,1052566,5484210,MysticalExpansion-1.20.1-1.0.0.jar,P5yui,Adds 3 new essence tiers to Mystical Agriculture.,129182,"1.20.1, Forge"
Ars Caelum,821651,5171768,ars_caelum-1.20.1-2.0.1.jar,baileyholl2,A skyblock addon and compat for Ars Nouveau,255941,"NeoForge, 1.20.1, Forge"
Atlas Lib,463826,5254550,Atlas Lib-1.20.1-1.1.12.jar,smileycorp,A serialzation and math libary for minecraft mods.,124436,"Client, NeoForge, 1.20.1, Forge, 1.20, Server"
SuperMartijn642's Config Lib,438332,4715408,SuperMartijn642's Config Library 1.1.8 for Forge 1.20,SuperMartijn642,Config Lib makes dealing with config files just a bit easier.,206584,"NeoForge, 1.20.1, Forge, 1.20"
Completionist's Index [Forge & Fabric],852667,4613443,[FORGE] [1.20.1] CompletionistsIndex-v8.0.0,Fuzs,An index for collecting every single block and item in the game. Adventurers behold!,86781,"1.20.1, Forge"
Highlight,667245,4671079,[Forge] Highlight 2.0.1,ThatGravyBoat,Highlight improves the Minecraft selection/highlight boxes visually  to make them look better.,296161,"NeoForge, 1.20.1, Forge, 1.20"
Create: New Age,905861,5080957,v1.1.2 for Forge 1.20.1,"nullBlade, talstoj",Create: New Age is an addon for the Create mod that adds integration with electricity.,663575,"1.20.1, Forge"
RSInfinityBooster,446870,5814102,RSInfinityBooster v1.20.1-1.0+41,hexeptiondev,Added Infinity Range Card ,33622,"1.20.1, Forge"
Seed Delight,1016377,5734725,SeedDelight-NeoorForge-1.20.1-1.0.1.jar,sieboldiiparthelia,Added a variety of seeds-related foods and drinks.,95795,"Client, NeoForge, 1.20.1, Forge, 1.20, Server"
Naturalist,627986,4847009,Naturalist 4.0.3 (Forge 1.20.1),"Starfish_Studios, SameDifferent, qu3so, crispytwig, noonyeyzz",Adds new immersive wildlife with realistic behavior!,3343324,"1.20.1, Forge, Server"
Beautiful Campfires,1085950,6162190,Beautiful Campfires [Forge] - MC 1.20.1 - 1.0.1,Flashh,Now the appearance of the campfire will depend on the wood used to make it!,106631,"1.20.1, Forge"
Tinkers Bounce Pad,367824,4581196,Tinkers Bounce Pad (Forge) 1.20-1.5.0,MincraftEinstein,This mod adds an updated version of the Bounce Pad from Tinkers' Construct 1.6.4,117956,"1.20.2, 1.20.1, Forge, 1.20"
Raw Block Smelting,599350,5507379,Raw Block Smelting 1.0.0,TrueRealCursed_Warrior,"Allows Raw Blocks to be Smelted, Speeding up the smelting process",22641,"1.20.1, Forge"
Integrated Villages,661376,6048222,integrated_villages-1.1.5+1.20.1-forge.jar,CraisinLord,Overhauling villages with mod integration,4098357,"Client, NeoForge, 1.20.1, Forge, Server"
Weaker Spiderwebs,345293,6184847,[Fabric/Forge/Neo] 1.20.1-3.8 | Weaker Spiderwebs,Serilum,?? Breaks spider webs/cobwebs with a configurable delay when walking through.,33918,"Fabric, NeoForge, 1.20.1, Forge, Quilt"
Create: Resource Geodes,952886,5272079,createresourcegeodes-forge-1.20.1-0.1.0.jar,DarkLotus781,"Renewable Zinc, Iron, Copper and Gold.",470226,"Client, 1.20.1, Forge, Server"
Allurement,438003,5228059,Allurement 1.20.1 - 4.0.0,"TeamAbnormals, bageldotjpg","Adds and tweaks enchantments, most of which break up the base game meta!",637694,"NeoForge, 1.20.1, Forge"
Moonlight Lib,499980,6194746,moonlight-1.20-2.13.63-forge.jar,MehVahdJukaar,"Forge and Fabric lightweight library with utilities such as custom Villagers AI, data driven trades,, custom Map Markers, First and third person item animations, dynamic assets and registration & more",1228311,"NeoForge, 1.20.1, Forge"
Advanced Peripherals,431725,5830600,AdvancedPeripherals-1.20.1-0.7.41r.jar,srrendi,"A Peripheral addon mod for modern CC: Tweaked. You can communicate with Refined Storage, Applied Energistics2 or with the whole Minecraft world. Adds things like the Me Bridge, Rs Bridge, the Chat Box and more.",875103,"NeoForge, 1.20.1, Forge"
Yuushya Townscape [Forge/Fabric],533104,5853275,yuushya-1.20.1-forge-2.2.2.jar,coco_fish,Using 800+ building materials to create your own townscape,15725646,"Client, 1.20.1, Forge, Server"
Mermod [FORGE],709092,5583496,Mermod Forge 3.0.1 (1.20.1),ThatPreston,Adds a necklace that gives players mermaid tails upon contact with water.,318302,"Client, NeoForge, 1.20.1, Forge, Server"
ShadowStuff,1147194,6098232,shadowstuff.jar,CCShadowStuff,A collection of my own blocks and items that didn't make the final cut.,554018,"1.20.1, Forge"
Balm,531761,6189418,balm-forge-1.20.1-7.3.15-all.jar,BlayTheNinth,Abstraction Layer (but not really)? for Blay's multiplatform mods,404063,"1.20.1, Forge, 1.20"
Decorative paths,1027031,5452902,decorativepaths 1.20.1 - v1.1 - Forge,Alexander8VKHZ,Paths to decorate your houses and buildings,228774,"Client, 1.20.1, Forge, Server"
Projectiles,917416,5148303,Projectiles-1.0.0-1.20.1-Forge,creep3rcrafter,New Arrows - Dynamite,191942,"1.20.1, Forge"
Path Under Gates,358580,5363070,pathundergates-1.20.1-1.0.2-release.jar,cyberslas,Lets grass paths exist under fence gates.,257122,"1.20.2, Client, 1.20.1, Forge, Server"
Better Fps - Render Distance[Forge],551520,5723247,betterfpsdist-1.20.1-6.0.jar,someaddon,"Better fps for 1.16+ minecraft, improved render distances",19917,"Client, NeoForge, 1.20.1, Forge"
Furnish,547069,5020368,furnish-26-forge.jar,wouink_,Lovely and Useful Furniture for Minecraft,2944918,"Client, 1.20.1, Forge, Server"
Create Netherrack,946379,5109813,Create Netherrack,lukas_helms12321,Makes automating Netherrack possible.,4559,"1.20.1, Forge, Server"
